,Iteration,Model_Type,R2_Train,R2_Test,RMSE_Train,RMSE_Test,CI_Lower_Test,CI_Upper_Test
249,25,Bagging,0.728965412,0.379307869,809.8652182,1735.906654,880.3402719,2035.43904
250,25,ANN,-8.533321096,-15.63287593,4803.109633,8986.11396,-4545.297274,1761.331485
251,26,Lasso,0.424861492,0.258390825,1340.370964,1417.194023,668.2164872,1708.293145
252,26,Ridge,0.376324311,0.228738663,1395.783936,1445.24856,763.0045162,1850.508351
253,26,Log-Linear,-0.024314302,-0.328009173,1788.773723,1896.453953,508.4660894,1938.160705
254,26,OLS,0.49737106,0.468754532,1253.033071,1199.469982,893.571476,1792.992352
255,26,Quadratic_all,0.567724619,0.527878792,1162.034546,1130.755007,1012.392271,1873.256501
256,26,Quadratic_correlated,0.503675918,0.645625743,1245.149395,979.6542964,1096.670675,1842.831819
257,26,Stepwise,0.484011306,0.374067608,1269.576518,1301.983494,787.1893637,1753.620433
258,26,RandomForest,0.704090031,0.54513983,961.4320302,1109.891996,1057.900933,1906.95647
259,26,Bagging,0.717226989,0.555090411,939.8483123,1097.684794,1126.495103,1971.154251
260,26,ANN,-6.23129205,-18.30254301,4752.769353,7230.178665,-1489.946422,4081.048424
261,27,Lasso,0.360886591,0.352055674,1419.068489,1218.189318,1398.849957,2192.886995
262,27,Ridge,0.313075098,0.287869513,1471.190873,1277.102428,1367.285228,2216.432262
263,27,Log-Linear,0.286451857,-8.578463393,1499.429434,4683.751694,280.6176863,3824.72356
264,27,OLS,0.529974751,0.209580843,1216.956308,1345.472017,1314.09198,2231.750252
265,27,Quadratic_all,0.567991903,0.357187982,1166.703055,1213.355143,1194.653864,2054.228876
266,27,Quadratic_correlated,0.529120627,0.317032591,1218.061524,1250.679211,1290.755583,2147.584296
267,27,Stepwise,0.519736724,0.228055549,1230.1387,1329.654985,1361.185892,2250.861219
268,27,RandomForest,0.692262361,0.692704606,984.701729,838.9266035,1281.970094,1843.031751
269,27,Bagging,0.709219343,0.694561809,957.1877869,836.3876482,1238.836849,1812.994478
270,27,ANN,-6.461477394,-296.4903451,4848.716652,26102.5165,-12691.88089,7217.57973
271,28,Lasso,0.383027159,0.546808132,1410.526057,1023.907853,966.3683682,1728.618137
272,28,Ridge,0.318012528,0.477842367,1482.983396,1099.058059,979.2119576,1809.626304
273,28,Log-Linear,-0.282149387,0.097791451,2033.374648,1444.685417,464.2204346,1457.638887
274,28,OLS,0.492482476,0.579383605,1279.303568,986.4223833,1054.796533,1801.835546
275,28,Quadratic_all,0.575470147,0.542893924,1170.044037,1028.320081,966.7610848,1733.034347
276,28,Quadratic_correlated,0.528022512,0.554128878,1233.697635,1015.60421,958.103201,1710.903656
277,28,Stepwise,0.472659898,0.535192284,1304.047736,1036.946821,1058.463965,1848.469269
278,28,RandomForest,0.704452485,0.655705092,976.2515717,892.4525185,1172.321599,1856.255701
279,28,Bagging,0.72452667,0.664100647,942.5141294,881.5042363,1175.045656,1850.336382
280,28,ANN,-5.855599019,-21.5948682,4701.871912,7229.774073,220.0276261,5699.238262
281,29,Lasso,0.362556904,0.306236118,1304.460523,1744.156189,875.7881052,2186.829165
282,29,Ridge,0.335846312,0.249820501,1331.510281,1813.686106,861.2670031,2229.647611
283,29,Log-Linear,-0.125678265,0.158996254,1733.474153,1920.341624,495.1332374,1860.443144
284,29,OLS,0.504155598,0.466704042,1150.490236,1529.197841,885.335057,2006.055333
285,29,Quadratic_all,0.612403198,0.335204959,1017.185879,1707.353368,917.0513841,2204.046211
286,29,Quadratic_correlated,0.564114006,0.392878661,1078.690085,1631.613459,879.9126705,2092.609432
287,29,Stepwise,0.477284799,0.437094261,1181.252647,1571.07663,841.5318027,1988.379178
288,29,RandomForest,0.778064804,0.179407846,769.7032504,1896.894644,593.182768,1970.318519
289,29,Bagging,0.797335904,0.143771774,735.527031,1937.645394,556.7387803,1960.902128
290,29,ANN,-6.908920979,-16.35518145,4594.823654,8723.567172,-2604.281932,4061.030713
291,30,Lasso,0.412677719,0.242990742,1301.120907,1659.379001,1057.035008,2336.342581
292,30,Ridge,0.367402517,0.215918201,1350.340044,1688.790124,1040.689222,2342.569222
